ID,LastName,FirstName,Pos,CapHit,proj_gp,proj_goals,proj_assists,proj_points,proj_ppg,proj_ppa,proj_sog
8475179,Kulikov,Dmitry,D,1150000.0,82,0,0,0,0,0,0
8475279,Chiarot,Ben,D,4750000.0,82,0,0,0,0,0,0
8477369,Soucy,Carson,D,3250000.0,82,0,0,0,0,0,0
8479066,Lomberg,Ryan,L,2000000.0,82,0,0,0,0,0,0
8480144,Kampf,David,C,2400000.0,82,0,0,0,0,0,0
8478443,Carlo,Brandon,D,3485000.0,82,0,0,0,0,0,0
8478569,Acciari,Noel,C,2000000.0,82,0,0,0,0,0,0
8479980,Hague,Nicolas,D,5500000.0,82,0,0,0,0,0,0
8480990,Chisholm,Declan,D,1600000.0,82,0,0,0,0,0,0
8481167,Pachal,Brayden,D,1187500.0,82,0,0,0,0,0,0
8481567,Thrun,Henry,D,1000000.0,82,0,0,0,0,0,0
8482062,Smith,Cole,L,1000000.0,82,0,0,0,0,0,0
8482118,Colangelo,Sam,R,850000.0,82,0,0,0,0,0,0
8482177,Khusnutdinov,Marat,C,925000.0,82,0,0,0,0,0,0
8480074,Texier,Alexandre,L,2100000.0,82,0,0,0,0,0,0
8480434,Durzi,Sean,D,6000000.0,82,0,0,0,0,0,0
8481237,MacLean,Kyle,C,775000.0,82,0,0,0,0,0,0
8481556,Beecher,John,C,900000.0,82,0,0,0,0,0,0
8481708,Jones,Zachary,D,,82,0,0,0,0,0,0
8481725,Soderblom,Elmer,L,1125000.0,82,0,0,0,0,0,0
8483505,Poitras,Matthew,C,870000.0,82,0,0,0,0,0,0
8484911,Graf,Collin,R,941667.0,82,0,0,0,0,0,0
8475762,Forbort,Derek,D,2000000.0,82,0,0,0,0,0,0
8477407,Duclair,Anthony,L,3500000.0,82,0,0,0,0,0,0
8477478,Carrier,William,L,2000000.0,82,0,0,0,0,0,0
8476856,Dumba,Matt,D,,82,0,0,0,0,0,0
8477851,Oesterle,Jordan,D,775000.0,82,0,0,0,0,0,0
8479414,Bastian,Nathan,R,775000.0,82,0,0,0,0,0,0
8479359,Malenstyn,Beck,L,1350000.0,82,0,0,0,0,0,0
8480035,Jokiharju,Henri,D,3000000.0,82,0,0,0,0,0,0
8480980,Dewar,Connor,C,1100000.0,82,0,0,0,0,0,0
8481122,Benoit,Simon,D,1350000.0,82,0,0,0,0,0,0
8481527,Korczak,Kaedan,D,825000.0,82,0,0,0,0,0,0
8482095,Kleven,Tyler,D,1600000.0,82,0,0,0,0,0,0
8482144,Thompson,Jack,D,800000.0,82,0,0,0,0,0,0
8481607,Johansson,Albert,D,1125000.0,82,0,0,0,0,0,0
8481726,Edstrom,Adam,C,975000.0,82,0,0,0,0,0,0
8482624,Miromanov,Daniil,D,1250000.0,82,0,0,0,0,0,0
8483425,Bichsel,Lian,D,918333.0,82,0,0,0,0,0,0
8483553,Gatcomb,Marc,C,900000.0,82,0,0,0,0,0,0
8476429,Mayfield,Scott,D,3500000.0,82,0,0,0,0,0,0
8477931,Nosek,Tomas,L,775000.0,82,0,0,0,0,0,0
8478399,Siegenthaler,Jonas,D,3400000.0,82,0,0,0,0,0,0
8477810,Hanley,Joel,D,1750000.0,82,0,0,0,0,0,0
8479370,Jost,Tyson,C,775000.0,82,0,0,0,0,0,0
8479336,Grundstrom,Carl,R,1800000.0,82,0,0,0,0,0,0
8479372,Mahura,Josh,D,907500.0,82,0,0,0,0,0,0
8473507,Petry,Jeff,D,775000.0,82,0,0,0,0,0,0
8475718,Holl,Justin,D,3400000.0,82,0,0,0,0,0,0
8477425,Wood,Miles,L,2500000.0,82,0,0,0,0,0,0
8476624,Goodrow,Barclay,R,3641667.0,82,0,0,0,0,0,0
8477993,Kirkland,Justin,C,900000.0,82,0,0,0,0,0,0
8478413,Greenway,Jordan,L,4000000.0,82,0,0,0,0,0,0
8479421,Moverare,Jacob,D,775000.0,82,0,0,0,0,0,0
8480848,Dellandrea,Ty,C,1300000.0,82,0,0,0,0,0,0
8480879,Bernard-Docker,Jacob,D,875000.0,82,0,0,0,0,0,0
8481161,Christiansen,Jake,D,975000.0,82,0,0,0,0,0,0
8481655,Schwindt,Cole,R,825000.0,82,0,0,0,0,0,0
8482460,Rempe,Matt,C,975000.0,82,0,0,0,0,0,0
8482700,Allan,Nolan,D,825000.0,82,0,0,0,0,0,0
8483429,Casey,Seamus,D,950000.0,82,0,0,0,0,0,0
8483930,Ivan,Ivan,C,845000.0,82,0,0,0,0,0,0
8480196,Bryson,Jacob,D,900000.0,82,0,0,0,0,0,0
8481006,Tucker,Tyler,D,925000.0,82,0,0,0,0,0,0
8482451,Pyyhtia,Mikael,L,775000.0,82,0,0,0,0,0,0
8482726,Helenius,Samuel,C,805833.0,82,0,0,0,0,0,0
8474568,Schenn,Luke,D,2750000.0,82,0,0,0,0,0,0
8475714,Jarnkrok,Calle,C,2100000.0,82,0,0,0,0,0,0
8475413,Dowling,Justin,C,775000.0,82,0,0,0,0,0,0
8474612,Hamonic,Travis,D,1000000.0,82,0,0,0,0,0,0
8476854,Lindholm,Hampus,D,6500000.0,82,0,0,0,0,0,0
8477511,Mantha,Anthony,R,2500000.0,82,0,0,0,0,0,0
8477938,Fleury,Haydn,D,950000.0,82,0,0,0,0,0,0
8478043,Lafferty,Sam,C,2000000.0,82,0,0,0,0,0,0
8484810,Fischer,Christian,D,0.0,82,0,0,0,0,0,0
8478450,Wotherspoon,Parker,D,1000000.0,82,0,0,0,0,0,0
8479442,Stecher,Troy,D,787500.0,82,0,0,0,0,0,0
8479402,Bean,Jake,D,1750000.0,82,0,0,0,0,0,0
8481564,Johnson,Jack,D,0.0,82,0,0,0,0,0,0
8484540,Smith,Brendan,D,0.0,82,0,0,0,0,0,0
8476878,Girgensons,Zemgus,C,850000.0,82,0,0,0,0,0,0
8478424,Harkins,Jansen,C,787500.0,82,0,0,0,0,0,0
8478502,Gilbert,Dennis,D,875000.0,82,0,0,0,0,0,0
8481019,Gustafsson,David,C,835000.0,82,0,0,0,0,0,0
8481024,Karlsson,Linus,C,775000.0,82,0,0,0,0,0,0
8482496,Aman,Nils,C,825000.0,82,0,0,0,0,0,0
8482666,Morrow,Scott,D,916667.0,82,0,0,0,0,0,0
8482964,Xhekaj,Arber,D,1300000.0,82,0,0,0,0,0,0
8483609,Klapka,Adam,R,1250000.0,82,0,0,0,0,0,0
8480878,Lundkvist,Nils,D,1250000.0,82,0,0,0,0,0,0
8480887,Harris,Jordan,D,825000.0,82,0,0,0,0,0,0
8483489,Minten,Fraser,C,816667.0,82,0,0,0,0,0,0
8483506,Rinzel,Sam,D,941667.0,82,0,0,0,0,0,0
8481564,Johnson,Erik,D,0.0,82,0,0,0,0,0,0
8475181,Leddy,Nick,D,4000000.0,82,0,0,0,0,0,0
8477508,Lazar,Curtis,C,775000.0,82,0,0,0,0,0,0
8478854,Shea,Ryan,D,900000.0,82,0,0,0,0,0,0
8479022,Abols,Rodrigo,C,800000.0,82,0,0,0,0,0,0
8475790,Gudbranson,Erik,D,4000000.0,82,0,0,0,0,0,0
8475906,Klingberg,John,D,4000000.0,82,0,0,0,0,0,0
8477435,Graves,Ryan,D,4500000.0,82,0,0,0,0,0,0
8477527,Johnston,Ross,L,1100000.0,82,0,0,0,0,0,0
8479981,Gadjovich,Jonah,L,775000.0,82,0,0,0,0,0,0
8481560,Kaliyev,Arthur,R,775000.0,82,0,0,0,0,0,0
8481806,Crevier,Louis,D,900000.0,82,0,0,0,0,0,0
8482733,Mailloux,Logan,D,875000.0,82,0,0,0,0,0,0
8484321,Matinpalo,Nikolas,D,875000.0,82,0,0,0,0,0,0
8478472,Joseph,Pierre-Olivier,R,775000.0,82,0,0,0,0,0,0
8482516,Kessel,Matthew,D,800000.0,82,0,0,0,0,0,0
8483460,Jiricek,David,D,918333.0,82,0,0,0,0,0,0
8480012,Pettersson,Elias,C,11600000.0,82,0,0,0,0,0,0
8475235,Deslauriers,Nicolas,L,1750000.0,82,0,0,0,0,0,0
8475766,Watson,Austin,L,775000.0,82,0,0,0,0,0,0
8477335,Burroughs,Kyle,D,1100000.0,82,0,0,0,0,0,0
8477971,Englund,Andreas,D,775000.0,82,0,0,0,0,0,0
8478211,Hunt,Dryden,L,825000.0,82,0,0,0,0,0,0
8479576,Desharnais,Vincent,D,2000000.0,82,0,0,0,0,0,0
8471817,Reaves,Ryan,R,1350000.0,82,0,0,0,0,0,0
8485405,Martin,Matt,C,0.0,82,0,0,0,0,0,0
8475795,McIlrath,Dylan,D,800000.0,82,0,0,0,0,0,0
8476422,Reilly,Mike,D,1100000.0,82,0,0,0,0,0,0
8477018,Hutton,Ben,D,975000.0,82,0,0,0,0,0,0
8477070,O'Brien,Liam,C,,82,0,0,0,0,0,0
8477979,Aube-Kubel,Nicolas,R,775000.0,82,0,0,0,0,0,0
8477401,Hayden,John,C,775000.0,82,0,0,0,0,0,0
8479387,Middleton,Keaton,D,775000.0,82,0,4,4,0,0,88
8482775,Kapanen,Oliver,C,925000.0,82,0,0,0,0,0,0
8483466,Korchinski,Kevin,D,918333.0,82,0,0,0,0,0,0
8482103,Wiesblatt,Ozzy,R,775000.0,82,0,0,0,0,0,0
8482101,Gushchin,Danil,L,775000.0,82,0,0,0,0,0,0
8482088,Sourdif,Justin,R,825000.0,82,0,0,0,0,0,0
8482641,Kiersted,Matt,D,775000.0,82,0,0,0,0,0,0
8484241,Wood,Matthew,R,950000.0,82,0,0,0,0,0,0
8478468,Lauzon,Jeremy,D,2000000.0,82,0,0,0,0,0,0
8475755,Petrovic,Alexander,D,775000.0,82,0,0,0,0,0,0
8476952,Toninato,Dominic,C,850000.0,82,0,0,0,0,0,0
8477073,MacDermid,Kurtis,L,1150000.0,82,0,0,0,0,0,0
8477947,Milano,Sonny,L,1900000.0,82,0,0,0,0,0,0
8478454,Juulsen,Noah,D,900000.0,82,0,0,0,0,0,0
8480823,Alexeyev,Alexander,D,775000.0,82,0,0,0,0,0,0
8479746,Felhaber,Tye,L,775000.0,82,0,0,0,0,0,0
8481582,Robertson,Matthew,L,775000.0,82,18,8,26,2,2,133
8482133,Bordeleau,Thomas,C,775000.0,82,0,0,0,0,0,0
8482131,Sebrango,Donovan,D,775000.0,82,0,0,0,0,0,0
8483482,Luneau,Tristan,D,865000.0,82,0,0,0,0,0,0
8474578,Karlsson,Erik,D,10000000.0,82,13,49,62,2,18,201
8476462,Hamilton,Dougie,D,9000000.0,82,15,42,57,10,25,243
8474141,Kane,Patrick,R,3000000.0,82,26,41,68,9,28,212
